Error: missing newline in D:\VuGen\Scripts2\Script\UC1_ReservAdd\..\fileDat\users.dat	[MsgId: MERR-13874]
Action.c(157): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(157): web_url("Search Flights Button") highest severity level was "warning", 9795 body bytes, 2355 header bytes, 43 chunking overhead bytes  	[MsgId: MMSG-26387]
Action.c(170): Notify: Transaction "ToFlightsPage" ended with a "Pass" status (Duration: 5,1642 Think Time: 5,0076 Wasted Time: 0,0005).	[MsgId: MMSG-16870]
Action.c(175): Notify: Transaction "ReservTicket" started.	[MsgId: MMSG-16999]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(177): Notify: Parameter Substitution: parameter "departcity_19" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(177): Notify: Saving Parameter "depart_City = Sydney".	[MsgId: MMSG-13798]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_count" =  "20"	[MsgId: MMSG-13992]
Action.c(178): Notify: Parameter Substitution: parameter "departcity_15" =  "Paris"	[MsgId: MMSG-13992]
Action.c(178): Notify: Saving Parameter "arrive_City = Paris".	[MsgId: MMSG-13798]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_count" =  "3"	[MsgId: MMSG-13992]
Action.c(179): Notify: Parameter Substitution: parameter "seatPref_2" =  "Window"	[MsgId: MMSG-13992]
Action.c(179): Notify: Saving Parameter "seat_Pref = Window".	[MsgId: MMSG-13798]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_count" =  "3"	[MsgId: MMSG-13992]
Action.c(180): Notify: Parameter Substitution: parameter "seatType_2" =  "Business"	[MsgId: MMSG-13992]
Action.c(180): Notify: Saving Parameter "seat_Type = Business".	[MsgId: MMSG-13798]
Action.c(183): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(183): Notify: Parameter Substitution: parameter "arrive_City" =  "Paris"	[MsgId: MMSG-13992]
Action.c(188): web_add_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(188): web_add_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(191): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(191): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(194): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(198): Notify: Saving Parameter "numPassengerRand = 3".	[MsgId: MMSG-13798]
Action.c(200): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(202): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(202): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(210): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(210): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(211): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(211): Notify: Parameter Substitution: parameter "depart_City" =  "Los Angeles"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(211): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(213): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(213): Notify: Parameter Substitution: parameter "depart_City" =  "Los Angeles"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "returnDate" =  "11/15/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "numPassengerRand" =  "1"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Pref" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Type" =  "Coach"	[MsgId: MMSG-13992]
Action.c(213): Notify: Saving Parameter "outboundflighting_1 = 300;251;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_2 = 301;224;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_3 = 302;238;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_4 = 303;206;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(213): Notify: Saving Parameter "outboundflighting_count = 4".	[MsgId: MMSG-13798]
Action.c(213): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): Registered web_reg_find successful for "Text=Flight departing from <B>Los Angeles</B> to <B>Denver</B> on <B>11/14/2023</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): web_submit_data("reservations.pl") was successful, 2447 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_count" =  "4"	[MsgId: MMSG-13992]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_4" =  "303;206;11/14/2023"	[MsgId: MMSG-13992]
Action.c(238): Notify: Saving Parameter "outboundFlight = 303;206;11/14/2023".	[MsgId: MMSG-13798]
Action.c(241): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(241): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(243): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(243): Notify: Parameter Substitution: parameter "outboundFlight" =  "303;206;11/14/2023"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "numPassengerRand" =  "1"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Type" =  "Coach"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Pref" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(243): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(243): Registered web_reg_find successful for "Text=Payment Details" (count=1)  	[MsgId: MMSG-26364]
Action.c(243): web_submit_data("reservations.pl_2") was successful, 2714 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(261): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(261): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(261): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(263): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(263): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(263): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(265): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(265): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(265): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(267): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(267): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(270): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(270): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(276): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(202): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(202): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(210): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(210): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(211): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(211): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "arrive_City" =  "Paris"	[MsgId: MMSG-13992]
Action.c(211): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(211): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(213): web_submit_data("reservations.pl") started  	[MsgId: MMSG-26355]
Action.c(213): Notify: Parameter Substitution: parameter "depart_City" =  "Sydney"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "arrive_City" =  "Paris"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "returnDate" =  "11/15/2023"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "numPassengerRand" =  "3"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(213): Notify: Parameter Substitution: parameter "seat_Type" =  "Business"	[MsgId: MMSG-13992]
Action.c(213): Notify: Saving Parameter "outboundflighting_1 = 840;2071;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_2 = 841;1845;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_3 = 842;1958;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Notify: Saving Parameter "outboundflighting_4 = 843;1695;11/14/2023".	[MsgId: MMSG-13798]
Action.c(213): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(213): Notify: Saving Parameter "outboundflighting_count = 4".	[MsgId: MMSG-13798]
Action.c(213): Registered web_reg_find successful for "Text=Find Flight" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): Registered web_reg_find successful for "Text=Flight departing from <B>Sydney</B> to <B>Paris</B> on <B>11/14/2023</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(213): web_submit_data("reservations.pl") was successful, 2447 body bytes, 256 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_count" =  "4"	[MsgId: MMSG-13992]
Action.c(238): Notify: Parameter Substitution: parameter "outboundflighting_4" =  "843;1695;11/14/2023"	[MsgId: MMSG-13992]
Action.c(238): Notify: Saving Parameter "outboundFlight = 843;1695;11/14/2023".	[MsgId: MMSG-13798]
Action.c(241): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(241): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(243): web_submit_data("reservations.pl_2") started  	[MsgId: MMSG-26355]
Action.c(243): Notify: Parameter Substitution: parameter "outboundFlight" =  "843;1695;11/14/2023"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "numPassengerRand" =  "3"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Type" =  "Business"	[MsgId: MMSG-13992]
Action.c(243): Notify: Parameter Substitution: parameter "seat_Pref" =  "Window"	[MsgId: MMSG-13992]
Action.c(243): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(243): Registered web_reg_find successful for "Text=Payment Details" (count=1)  	[MsgId: MMSG-26364]
Action.c(243): web_submit_data("reservations.pl_2") was successful, 2876 body bytes, 255 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(261): web_remove_auto_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(261): Previous automatically added web header for "Origin" removed  	[MsgId: MMSG-26587]
Action.c(261): web_remove/revert_auto_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(263): web_remove_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(263): Previous automatically added web header for "Sec-Fetch-User" removed  	[MsgId: MMSG-26587]
Action.c(263): web_remove/revert_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(265): web_remove_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(265): Previous automatically added web header for "Upgrade-Insecure-Requests" removed  	[MsgId: MMSG-26587]
Action.c(265): web_remove/revert_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(267): web_add_header("Origin") started  	[MsgId: MMSG-26355]
Action.c(267): web_add_header("Origin") was successful  	[MsgId: MMSG-26392]
Action.c(270): web_add_auto_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(270): web_add_auto_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(273): web_add_auto_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
Action.c(276): lr_think_time: 5,00 seconds.	[MsgId: MMSG-15948]
Action.c(280): web_reg_save_param started  	[MsgId: MMSG-26355]
Action.c(280): Notify: Parameter Substitution: parameter "departDate" =  "11/14/2023"	[MsgId: MMSG-13992]
Action.c(280): Registering web_reg_save_param was successful  	[MsgId: MMSG-26390]
Action.c(287): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(287): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(289): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(289): Notify: Next row for parameter creditCard = 6 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(289): Notify: Parameter Substitution: parameter "creditCard" =  "666666666"	[MsgId: MMSG-13992]
Action.c(289): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(291): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(291): Notify: Parameter Substitution: parameter "depart_City" =  "Los Angeles"	[MsgId: MMSG-13992]
Action.c(291): Notify: Parameter Substitution: parameter "arrive_City" =  "Denver"	[MsgId: MMSG-13992]
Action.c(291): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(296): web_submit_data("reservations.pl_3") started  	[MsgId: MMSG-26355]
Action.c(296): Notify: Next row for parameter firstName = 6 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "firstName" =  "Sergey"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter lastName = 6 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "lastName" =  "Os"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter streetUser = 6 [table  = streetUser].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "streetUser" =  "Ladnaya"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter cityUser = 6 [table  = cityUser].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "cityUser" =  "Magadan"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter firstName = 6 [table  = firstName].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "firstName" =  "Sergey"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter lastName = 6 [table  = lastName].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "lastName" =  "Os"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter creditCard = 6 [table  = creditCard].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "creditCard" =  "666666666"	[MsgId: MMSG-13992]
Action.c(296): Notify: Next row for parameter expCreditCard = 6 [table  = expCreditCard].	[MsgId: MMSG-13876]
Action.c(296): Notify: Parameter Substitution: parameter "expCreditCard" =  "123"	[MsgId: MMSG-13992]
Action.c(296): Notify: Parameter Substitution: parameter "numPassengerRand" =  "1"	[MsgId: MMSG-13992]
Action.c(296): Notify: Parameter Substitution: parameter "seat_Type" =  "Coach"	[MsgId: MMSG-13992]
Action.c(296): Notify: Parameter Substitution: parameter "seat_Pref" =  "Aisle"	[MsgId: MMSG-13992]
Action.c(296): Notify: Parameter Substitution: parameter "outboundFlight" =  "303;206;11/14/2023"	[MsgId: MMSG-13992]
Action.c(296): Notify: Saving Parameter "fligting =  11pm : Flight 303 leaves Los Angeles  for Denver".	[MsgId: MMSG-13798]
Action.c(296): Found resource "http://localhost:1080/WebTours/images/bookanother.gif" in HTML "http://localhost:1080/cgi-bin/reservations.pl"  	[MsgId: MMSG-26659]
Action.c(296): Registered web_reg_find successful for "Text=<B>Thank you for booking through Web Tours.</B>" (count=1)  	[MsgId: MMSG-26364]
Action.c(296): Registered web_reg_find successful for "Text=Total Charged to Credit Card # 666666666" (count=1)  	[MsgId: MMSG-26364]
Action.c(296): Registered web_reg_find successful for "Text=leaves Los Angeles  for Denver" (count=1)  	[MsgId: MMSG-26364]
Action.c(296): web_submit_data("reservations.pl_3") was successful, 3287 body bytes, 667 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(428): Notify: Transaction "ReservTicket" ended with a "Pass" status (Duration: 10,3472 Think Time: 10,0172 Wasted Time: 0,0002).	[MsgId: MMSG-16870]
Action.c(432): Notify: Transaction "LogOut" started.	[MsgId: MMSG-16999]
Action.c(434): web_add_header("Sec-Fetch-User") started  	[MsgId: MMSG-26355]
Action.c(434): web_add_header("Sec-Fetch-User") was successful  	[MsgId: MMSG-26392]
Action.c(437): web_add_header("Upgrade-Insecure-Requests") started  	[MsgId: MMSG-26355]
Action.c(437): web_add_header("Upgrade-Insecure-Requests") was successful  	[MsgId: MMSG-26392]
